Country,Year,Value,Disease
TLS,2016.0,11.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TLS,2017.0,16.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TLS,2018.0,12.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TLS,2019.0,19.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TLS,2020.0,11.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TLS,2021.0,22.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TLS,2022.0,23.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TLS,2023.0,26.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TLS,2024.0,25.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2010.0,7.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2011.0,9.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2012.0,9.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2013.0,12.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2014.0,27.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2015.0,18.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2016.0,13.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2017.0,12.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2018.0,13.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2019.0,19.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2020.0,30.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2021.0,33.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2022.0,43.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2023.0,23.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUN,2024.0,30.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2010.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2011.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2012.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2013.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2014.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2015.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2016.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2017.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2018.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2019.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2020.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2021.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2022.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2023.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
TUV,2024.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2010.0,1427.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2011.0,1231.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2012.0,1294.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2013.0,1192.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2014.0,1628.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2015.0,1567.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2016.0,1865.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2017.0,1959.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2018.0,2146.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2019.0,2057.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2020.0,1960.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2021.0,1566.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2022.0,1325.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2023.0,1301.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VNM,2024.0,1315.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VUT,2010.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VUT,2011.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VUT,2012.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VUT,2013.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
VUT,2014.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
